test_data_name,image_auroc,pixel_auroc
candle,95.38,99.11230950480301
capsules,59.86666666666667,93.7504352759991
cashew,94.44000000000001,97.99674949785941
chewinggum,97.68,99.40474290129576
fryum,94.07999999999998,90.69664009251036
macaroni1,89.96000000000001,99.20393211452895
macaroni2,66.19,97.18136498858928
pcb1,80.8,99.63245066141204
pcb2,84.48999999999998,92.09099989756301
pcb3,94.62376237623762,98.74503537953558
pcb4,72.42574257425744,80.77336646388304
pipe_fryum,84.04,90.41339291790784
