method,ratio_missing_tail,ratio_included_anomaly,ratio_included_head,auprc,class_size_pred_error,auroc,tail_pred_acc,tail_pred_mcc,tail_pred_precision,tail_pred_recall
acs-trim_min-none,0.0,6.666666666666667,35.294117647058826,87.99185619359349,0.85,99.49282027696867,94.53717768192291,0.7796005427456936,0.6470588235294118,1.0
acs-trim_min-mode,0.0,5.0,4.3478260869565215,88.63627690445853,0.18,99.54775410087383,99.54476477578282,0.975542246488021,0.9565217391304348,1.0
acs-trim_min-mean,0.0,5.0,7.042253521126761,92.6246303389497,0.18,99.71127804180081,99.24127464182675,0.9600726761555415,0.9295774647887324,1.0
acs-truncate_min-none,0.0,15.0,50.37593984962406,86.0090823214257,0.94,99.48132249987225,89.8330807685852,0.6634553074699757,0.49624060150375937,1.0
acs-truncate_min-mode,0.0,5.0,28.26086956521739,86.33247915845526,0.51,99.53881138535439,96.05462811887264,0.8282133695122381,0.717391304347826,1.0
acs-truncate_min-mean,0.0,3.3333333333333335,2.941176470588235,91.67346875403707,0.5,99.6946701415504,99.69650986604393,0.9835216065347937,0.9705882352941176,1.0
acs-half_min-none,0.0,6.666666666666667,31.958762886597935,85.8682863383096,0.8,99.50687311564208,95.29590271413326,0.8030210165876627,0.6804123711340206,1.0
acs-half_min-mode,0.0,3.3333333333333335,2.941176470588235,87.98718710483416,0.03,99.66656446420359,99.69650986604393,0.9835216065347937,0.9705882352941176,1.0
acs-half_min-mean,0.0,1.6666666666666667,1.4925373134328357,92.69184592080589,0.03,99.83136593591905,99.84825493302196,0.991672050371572,0.9850746268656716,1.0
lof,62.121212121212125,58.333333333333336,74.74747474747475,17.63986841410506,1.0,57.91302570391947,82.54931718111038,0.21341215366443758,0.25252525252525254,0.3787878787878788
lof_norm,51.515151515151516,55.00000000000001,67.67676767676768,27.655426331163564,1.0,63.99151719556442,84.67374742031097,0.3124434648860501,0.32323232323232326,0.48484848484848486
if,53.03030303030303,11.666666666666666,46.55172413793103,54.85733331025225,1.0,92.64908784301701,90.59180542826653,0.4494523984531395,0.5344827586206896,0.4696969696969697
if_norm,13.636363636363635,5.0,5.0,96.3682994714131,1.0,99.71638816495478,98.1790591031313,0.8959622281297398,0.95,0.8636363636363636
ocsvm,24.242424242424242,40.0,84.84848484848484,27.19116099404894,1.0,72.78859420512033,55.0834596157074,0.17135585163383057,0.15151515151515152,0.7575757575757576
ocsvm_norm,0.0,30.0,78.21782178217822,85.69389255754591,1.0,98.21656701926517,64.03641998767853,0.36161655610837123,0.21782178217821782,1.0
dbscan,0.0,100.0,89.98482549317147,55.00758725341426,14.0,50.0,10.015171766281128,0.0,0.10015174506828528,1.0
dbscan_norm,87.87878787878788,6.666666666666667,33.33333333333333,43.79454637421254,0.05,55.72333793244416,90.59180542826653,0.257001664553122,0.6666666666666666,0.12121212121212122
dbscan_elbow,0.0,100.0,89.98482549317147,55.00758725341426,0.98,50.0,10.015171766281128,0.0,0.10015174506828528,1.0
dbscan_elbow_norm,0.0,100.0,89.98482549317147,55.00758725341426,0.98,50.0,10.015171766281128,0.0,0.10015174506828528,1.0
kmeans,98.48484848484848,63.33333333333333,99.70501474926253,5.84212412304386,5.43,22.563748786345748,38.84673714637756,-0.33326191149865925,0.0029498525073746312,0.015151515151515152
kmeans_norm,98.48484848484848,63.33333333333333,99.70501474926253,5.84212412304386,5.43,22.563748786345748,38.84673714637756,-0.33326191149865925,0.0029498525073746312,0.015151515151515152
gmm,0.0,100.0,89.98482549317147,55.00758725341426,14.0,50.0,10.015171766281128,0.0,0.10015174506828528,1.0
gmm_norm,0.0,100.0,89.98482549317147,55.00758725341426,14.0,50.0,10.015171766281128,0.0,0.10015174506828528,1.0
kde,0.0,100.0,89.92366412213741,55.527638190954775,1.0,55.22765598650928,10.622155666351318,0.02607077651416313,0.10076335877862595,1.0
kde_norm,0.0,28.333333333333332,67.96116504854369,90.59722970137469,1.0,98.67264551075682,78.75569015741348,0.4947207336130209,0.32038834951456313,1.0
affprop,0.0,3.3333333333333335,25.842696629213485,89.95897072454385,0.27,98.77868056620164,96.50986343622208,0.8442810578094577,0.7415730337078652,1.0
affprop_norm,0.0,3.3333333333333335,25.842696629213485,96.45595632437738,0.29,99.59119014768257,96.50986343622208,0.8442810578094577,0.7415730337078652,1.0
knnod,28.78787878787879,21.666666666666668,28.78787878787879,71.59284297826576,1.0,84.11007205273647,94.23368722200394,0.6800807399458327,0.7121212121212122,0.7121212121212122
knnod_norm,27.27272727272727,26.666666666666668,27.27272727272727,78.84759065020404,1.0,90.43384945577189,94.53717768192291,0.6969185957381573,0.7272727272727273,0.7272727272727273
